Trial,ParticipantID,SearchOrder,Saccade,Direction,Amplitude,Duration,PeakVelocity,MeanVelocity,Blink,StartTime,EndTime,StartX,StartY,EndX,EndY,Task,ParticipantGender,Stimulus,SearchType,ActorGender,Directionality,Ostension
7,2_2_f2,2,55,RIGHT,13.21,56,395.64,235.83,false,16484,16539,676.3,968.4,1449,1028.5,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,80,LEFT,2.43,24,145.3,101.06,false,24009,24032,1254.5,477.5,1151.7,416.5,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,81,RIGHT,7.89,52,357.88,151.72,false,24372,24423,1137.2,412.1,1571.5,393,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,82,LEFT,1.05,16,70.24,65.61,false,24655,24670,1591,395.1,1540.2,416.5,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,83,LEFT,1.14,17,76.68,67.21,false,24794,24810,1546.5,422.3,1500.9,390.2,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,84,RIGHT,3.4,28,204.59,121.57,false,25001,25028,1504.8,390.5,1652.6,304.3,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,85,DOWN,7.19,60,289.64,119.8,false,25539,25598,1629.3,305.7,1358.9,519.8,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,86,DOWN,1.63,43,145.23,37.9,false,25850,25892,1328.6,535.4,1266.1,583.4,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,87,LEFT,5.84,43,272.94,135.76,false,26047,26089,1261.3,591,963.1,684.9,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,88,RIGHT,2.09,24,136.11,86.89,false,26329,26352,950.4,695.8,1048.1,649.5,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,65,LEFT,4.12,29,222.33,142.17,false,19220,19248,1469.4,938.7,1248.1,1014.4,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,66,LEFT,3.95,30,213.91,131.82,false,19484,19513,1220.3,974.9,1009.4,907.6,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,69,LEFT,14.54,72,360.15,201.94,false,20743,20814,1401.3,103.1,611.8,104.5,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,70,LEFT,5.1,30,282.28,170.16,false,20999,21028,572.9,106.7,292.4,94.6,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,71,RIGHT,22.95,75,485.12,306.01,false,21334,21408,286.9,94.1,1537.6,289.7,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,67,UP,21.59,94,501.8,229.7,false,19667,19760,998.2,878.9,1557,80.8,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,2_2_f2,2,68,LEFT,2.66,25,157.22,106.21,false,20310,20334,1544.7,112.5,1400.2,98.8,VisualSearch,female,ng038ws.jpg,Count,NA,NA,NA
7,3_1_f1,1,1,RIGHT,0.7,31,103.72,22.53,false,219,249,1222.3,672.2,1260.2,679.1,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,2,LEFT,4.32,44,318.09,98.24,false,587,630,1263.7,712.4,1031.6,664.3,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,3,LEFT,3.57,53,306.37,67.32,false,817,869,996.9,674.5,816.6,737.2,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,4,LEFT,10.65,73,459.45,145.87,false,970,1042,822.3,744.4,217.5,687.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,5,LEFT,1.56,38,167.22,41.02,false,1304,1341,244.1,697.4,177.5,743.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,6,DOWN,1.46,39,159.95,37.41,false,1704,1742,166.3,754.7,156.4,818.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,7,UP,2.38,40,230.83,59.53,false,1932,1971,168.1,838.3,247,751.6,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,8,.,0.46,21,51.04,21.89,false,2324,2344,259.2,740.2,285.9,738.1,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,9,RIGHT,3.09,43,293.64,71.91,false,2588,2630,280.4,737.7,434.4,806.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,10,UP,4.75,57,307.31,83.32,false,2760,2816,463.8,823.4,383.9,629.3,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,11,DOWN,5.6,59,403.88,94.89,false,3070,3128,377.1,629.5,558.3,826.3,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,12,LEFT,0.93,16,63.36,58.43,false,3334,3349,549.5,818.3,500.4,802,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,13,.,0.43,8,40.38,53.29,false,3641,3648,499.1,805.7,474.6,806.7,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,14,RIGHT,2.84,46,256.04,61.7,false,3866,3911,469.6,799.8,610.8,861.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,15,UP,2.16,39,217.49,55.49,false,4123,4161,613.4,871.2,675.4,789.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,16,UP,1.1,41,136.44,26.76,false,4563,4603,699.2,768.8,713,723.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,17,RIGHT,1.15,33,127.07,34.92,false,4903,4935,713.4,702.2,765.9,674.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,18,LEFT,1.29,30,131.76,43.04,false,5200,5229,780.8,669.3,720,698.1,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,19,RIGHT,1.88,39,203.81,48.25,false,5628,5666,697.4,695,799.6,713.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,20,DOWN,0.65,12,49.9,54.56,false,6029,6040,829.3,722.8,811.1,746.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,21,RIGHT,1.09,36,142.54,30.36,false,6225,6260,812.4,741,869.4,724.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,22,RIGHT,1.09,23,79.26,47.33,false,6545,6567,887.7,714.3,932.5,683.7,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,23,UP,1.5,26,120.2,57.71,false,6766,6791,929.9,693.9,873,648.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,24,LEFT,0.57,15,45.36,37.79,false,7050,7064,879.5,658.6,853.4,645.6,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,25,RIGHT,2.72,52,256.27,52.39,false,7284,7335,862.3,646.9,1012.8,647.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,26,LEFT,0.71,11,54.39,64.68,false,7525,7535,999.9,648.9,962.3,640.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,27,RIGHT,0.67,15,51.03,44.44,false,7932,7946,958.8,640.6,993.4,631.3,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,28,UP,0.54,12,44.57,45.16,false,8206,8217,981.2,659.6,973.1,638,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,69,LEFT,4.39,61,303.42,71.89,false,19196,19256,356.6,789,99.9,818.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,70,RIGHT,1.82,26,127.39,69.82,false,19391,19416,126.7,829.3,235.1,826.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,71,RIGHT,6.02,59,378.63,102.11,false,19560,19618,220.8,832.7,572.1,822.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,72,.,0.44,19,46.32,22.98,false,19776,19794,560.5,827.3,582.1,836.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,73,RIGHT,2.37,26,154.49,91.1,false,20202,20227,575.9,829.6,681,765.7,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,62,DOWN,0.62,31,91.11,20.15,false,17659,17689,688.7,878.8,695.6,905.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,63,UP,6.72,50,255.06,134.47,false,17735,17784,698.4,924.5,468.8,690.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,60,.,0.46,9,44.42,51.39,false,17464,17472,713.9,900.5,691.2,911.2,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,61,.,0.07,16,36.29,4.22,false,17617,17632,696.9,911.6,695.5,908.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,66,DOWN,2.61,43,275.06,60.8,false,18404,18446,275.8,722.1,192.6,817.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,67,RIGHT,5.72,32,343.26,178.86,false,18734,18765,166.4,834.1,496,787.6,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,29,RIGHT,1.45,38,157.51,38.06,false,8423,8460,976.8,630.3,1056.3,635.1,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,30,RIGHT,0.85,23,64.07,36.89,false,8961,8983,1066.3,628.8,1108.6,643.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,31,DOWN,1.58,26,105.22,60.61,false,9158,9183,1105.9,637.6,1077.5,699.6,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,32,UP,4.02,57,307.12,70.48,false,9411,9467,1077.8,674.5,1221.9,548.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,33,LEFT,0.6,13,45.88,45.83,false,9711,9723,1219.7,530.5,1188.4,537.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,42,DOWN,1.5,34,169.18,44.04,false,12097,12130,1577.4,825.9,1554.8,890,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,43,UP,1.28,21,74.16,60.81,false,12433,12453,1542.4,892.9,1545.2,836.3,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,44,LEFT,4.77,56,346.25,85.14,false,12605,12660,1546.3,850.8,1270.5,852.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,45,DOWN,0.86,23,77.88,37.32,false,13032,13054,1272.3,837.8,1244.4,868.7,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,46,LEFT,6.96,104,785.61,66.93,true,13215,13318,1241.5,867.1,932.3,1069.1,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,47,LEFT,1.56,162,734.66,9.65,true,13346,13507,915.6,978.5,825.2,980.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,48,RIGHT,1.29,23,93.89,55.98,false,13765,13787,836.1,949.1,909.6,941.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,49,RIGHT,1.71,24,116.33,71.3,false,13922,13945,898.5,946.9,970,894.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,50,LEFT,3.19,56,297.23,56.88,false,14193,14248,968.1,902.7,792,940.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,51,LEFT,1.15,33,132.82,34.86,false,14387,14419,815.2,947.2,754.3,927,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,52,LEFT,2.25,43,231.03,52.38,false,14580,14622,750.5,921.1,630.1,959.7,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,53,RIGHT,1.95,26,143.61,75.05,false,14761,14786,608.5,969.1,690.5,908.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,54,LEFT,0.93,36,112.2,25.7,false,15255,15290,695.3,940.8,644.5,954.1,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,55,LEFT,0.56,28,74.44,19.84,false,15442,15469,623.4,962.1,595.9,975.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,56,LEFT,3.91,60,328.56,65.19,false,15758,15817,586.4,971.2,356.2,985.6,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,57,.,0.29,7,32.26,41.08,false,16063,16069,368.8,997.9,353.4,992,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,58,RIGHT,6.11,70,389,87.24,false,16322,16391,359.9,990.6,702.7,910.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,59,RIGHT,0.55,21,58.08,26.1,false,16550,16570,695.9,912.4,727.4,913.3,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,34,RIGHT,6.72,65,370.74,103.31,false,9860,9924,1196.2,533.9,1460.9,732.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,35,DOWN,1.04,23,77.77,45.25,false,10190,10212,1443.6,735.9,1481.3,770.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,36,RIGHT,1.38,37,153.28,37.23,false,10453,10489,1468.5,758.1,1542.5,736.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,37,RIGHT,0.68,12,47.4,56.64,false,10703,10714,1560.9,734.9,1591.6,716.7,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,38,DOWN,3.2,43,229.39,74.53,false,11059,11101,1589.5,721.5,1534.5,854.7,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,39,.,0.32,7,36.31,45.19,false,11342,11348,1524.7,880,1542.9,882.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,40,RIGHT,0.87,23,76.81,37.74,false,11577,11599,1541.3,868.6,1578.4,842.3,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,41,.,0.31,6,32.6,52.42,false,11922,11927,1579.8,841,1585.8,827.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,64,LEFT,4.15,54,303.29,76.87,false,17905,17958,480.5,707.5,246,673.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,65,DOWN,1.36,23,86.29,59,false,18195,18217,251,677.8,279.4,732,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,77,UP,0.63,17,70.15,36.94,false,21036,21052,1444,354.8,1446.4,329.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,74,RIGHT,8.6,55,436.55,156.45,false,20486,20540,674.6,787.8,1135.6,679.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,68,LEFT,3,51,282.37,58.84,false,18974,19024,519.9,806,346.3,805.1,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,76,RIGHT,6.35,69,385.14,92.09,false,20924,20992,1155.4,500,1446.3,359.7,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,78,UP,0.75,16,66.09,47.14,false,21080,21095,1442,340.2,1448.8,310.7,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,75,UP,3,46,235.87,65.21,false,20730,20775,1154.9,678.1,1150.8,554.7,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_1_f1,1,79,DOWN,1.38,23,94.01,60.16,false,21150,21172,1451.5,286.9,1441.3,341.2,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,3_2_f,NA,2,LEFT,0.66,13,51.52,51.09,false,1101,1113,992.9,432.9,960.7,421.2,SocialEngagement,female,m_pl_o1_div_-o,NA,m,div,-o
7,3_2_f,NA,3,DOWN,6.98,49,381.38,142.45,false,2440,2488,977.8,418.9,824.3,678.8,SocialEngagement,female,m_pl_o1_div_-o,NA,m,div,-o
7,3_2_f,NA,1,RIGHT,2.85,26,173.88,109.66,false,429,454,817,469.2,963.8,433.4,SocialEngagement,female,m_pl_o1_div_-o,NA,m,div,-o
7,3_2_f,NA,5,UP,7.21,49,228.91,147.19,false,2887,2935,820.2,659.6,1010.7,403.5,SocialEngagement,female,m_pl_o1_div_-o,NA,m,div,-o
7,3_2_f,NA,10,.,0.36,7,37.84,50.87,false,6243,6249,975.3,452.3,956.5,449.1,SocialEngagement,female,m_pl_o1_div_-o,NA,m,div,-o
7,3_2_f,NA,9,UP,6.61,191,1369.21,34.58,true,5576,5766,812.8,682.1,985.8,445.6,SocialEngagement,female,m_pl_o1_div_-o,NA,m,div,-o
7,3_2_f,NA,4,UP,1.11,15,78.38,73.93,false,2621,2635,808.8,702.9,821.8,657.7,SocialEngagement,female,m_pl_o1_div_-o,NA,m,div,-o
7,3_2_f,NA,7,DOWN,7.1,55,304.65,129.11,false,4890,4944,983.9,418.2,844.7,688.1,SocialEngagement,female,m_pl_o1_div_-o,NA,m,div,-o
7,3_2_f,NA,8,UP,1.2,19,83.93,62.91,false,5074,5092,844.3,701.8,827.7,653.6,SocialEngagement,female,m_pl_o1_div_-o,NA,m,div,-o
7,3_2_f,NA,6,.,0.37,7,35.98,53.36,false,4297,4303,986.3,437.3,979.2,423.4,SocialEngagement,female,m_pl_o1_div_-o,NA,m,div,-o
7,4_1_F,NA,1,RIGHT,3.75,37,225.47,101.44,false,426,462,784.4,561,955,477.1,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
7,4_1_F,NA,3,UP,0.71,12,53.19,59.23,false,1099,1110,959.8,491.3,947.7,464.3,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
7,4_1_F,NA,4,.,0.3,8,30.65,37.42,false,1634,1641,947.1,467.6,962.8,470.7,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
7,4_1_F,NA,5,.,0.3,2550,6.88,0.12,true,3782,6331,947.1,467.6,962.8,470.7,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
7,4_1_F,NA,2,DOWN,0.53,11,40.94,48.09,false,667,677,947.8,469,964.9,486,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
7,4_2_F1,1,2,DOWN,2.76,25,180.43,110.39,false,738,762,955.6,590.2,930,702.7,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,3,LEFT,11.29,156,400.39,72.4,false,797,952,920,657.6,287,605.1,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,4,LEFT,1.77,23,116.3,77.14,false,1177,1199,272.8,606,174.5,628.3,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,1,DOWN,4.49,42,273.93,107,false,513,554,1029.2,410.3,978.9,587.1,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,15,.,0.28,55,46.81,5.11,false,4604,4658,772.4,648.8,778.9,659.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,16,LEFT,2.9,377,132.65,7.69,false,4750,5126,783.5,668.6,623.3,685.2,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,17,.,0.09,26,36.4,3.53,false,5167,5192,614.8,690.1,619.2,688.1,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,5,DOWN,1.29,20,77.15,64.68,false,1679,1698,208.1,625.2,191.7,678.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,14,RIGHT,2.32,23,169.38,100.87,false,4513,4535,665.4,682.2,783.2,642.7,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,28,UP,2.08,28,119.25,74.13,false,9774,9801,947.4,738.7,921.8,654,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,29,RIGHT,1.63,20,99.76,81.52,false,10314,10333,947.3,673.4,1037.6,672,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,30,.,0.46,12,44.03,38.71,false,10970,10981,1027.5,688.9,1020.9,670.2,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,18,.,0.37,83,31.71,4.42,false,5525,5607,632.4,716.1,640.5,701.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,19,DOWN,1.96,23,130.43,85.29,false,5647,5669,643.1,705.8,679.2,784.6,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,20,RIGHT,3.36,26,217.17,129.34,false,5947,5972,684,785.2,820,686.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,21,UP,0.83,11,54.57,75.01,false,6520,6530,782.4,734.9,775.1,700.6,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,22,RIGHT,1.23,19,84.91,64.83,false,6848,6866,769,717.7,829.6,693.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,45,RIGHT,2.6,23,157.97,112.98,false,18029,18051,783.3,905.6,919,953.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,46,LEFT,0.69,13,52.64,53.08,false,18366,18378,942.7,941.5,903.1,940.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,47,.,0.26,6,35.47,43.46,false,18447,18452,921.1,914.9,918.7,903.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,48,UP,0.56,9,60.06,62.53,false,18494,18502,919.2,854.8,925.3,830.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,49,UP,0.75,18,41.53,41.75,false,18558,18575,929.6,765.8,931.3,734,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,50,.,0.4,9,42.65,44.77,false,18820,18828,926.2,770.3,923.7,787.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,51,UP,0.89,22,66.19,40.51,false,18878,18899,928.4,818.6,955.4,786.3,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,52,RIGHT,1.78,23,108.59,77.32,false,19201,19223,947.8,930.1,1045.2,907.1,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,53,UP,0.61,16,52.12,38.28,false,19867,19882,1024,934.5,1036.4,909,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,54,LEFT,2.31,23,144.68,100.55,false,20363,20385,1015.6,898.6,894.3,939.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,55,RIGHT,2.65,24,177.73,110.61,false,20752,20775,910.3,931.3,1050.1,885.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,23,UP,0.8,19,66.17,42.26,false,7518,7536,822.4,694.2,850.8,668.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,24,DOWN,1.02,18,71.56,56.9,false,7824,7841,856,678.6,889.8,713.1,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,25,RIGHT,1.39,21,92.43,66.05,false,8457,8477,885.3,686.9,953,714.7,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,26,UP,1.1,19,73.34,58.03,false,8911,8929,955.4,723.7,977.1,680.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,27,DOWN,1.26,20,82.74,63.03,false,9282,9301,957.1,687,970.3,739,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,6,UP,1.71,27,89.59,63.17,false,1981,2007,193.3,694.1,237.3,629,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,7,RIGHT,1.77,22,124.9,80.6,false,2357,2378,240.3,631.2,342.3,627.3,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,8,RIGHT,3.35,30,204.36,111.79,false,2695,2724,343.4,645.7,501.9,725.3,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,9,RIGHT,1,17,64.84,58.99,false,3141,3157,510.7,737.2,551.2,767.4,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,10,.,0.37,24,57.82,15.24,false,3707,3730,571.6,730.4,592.1,728.3,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,11,UP,0.98,19,48.08,51.7,false,3775,3793,602,726.8,591.5,686.1,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,12,RIGHT,1.04,18,66.95,58.01,false,3933,3950,619.3,612.9,665.7,587.2,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,13,DOWN,1.66,21,100.26,79.22,false,4218,4238,671.8,536.1,690.7,602.6,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,31,RIGHT,1.19,20,77.08,59.58,false,11276,11295,1025.3,664.1,1088.3,678.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,32,RIGHT,1.17,24,85.45,48.64,false,12338,12361,1104.7,657.9,1169.3,654.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,33,.,0.47,9,44.49,51.77,false,12795,12803,1156.7,660.9,1138.8,674.9,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,34,RIGHT,1.05,18,77.65,58.57,false,13194,13211,1125,669.6,1175.5,647.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,35,UP,2.77,26,164.76,106.67,false,13696,13721,1175.7,641.9,1253.2,543.8,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,36,RIGHT,6.72,39,292.61,172.18,false,14304,14342,1251.2,550.9,1523.9,745.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,37,LEFT,11.9,66,322.84,180.23,false,14645,14710,1530.7,755.3,866,869.5,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
7,4_2_F1,1,38,LEFT,1.27,22,97.48,57.84,false,14919,14940,828.3,877.4,766.2,906.6,VisualSearch,female,ng120ws.jpg,Search,NA,NA,NA
